source	target	dir	penwidth	style
PMPK	4ampm_c[c]	back	1	solid
2mahmp_c[c]	TMPPP	forward	1	solid
TMPPP	thmmp_c[c]	forward	1	solid
2mcacn_c[c]	MICITDr	forward	1	solid
MICITDr	micit_c[c]	forward	1	solid
2mcit_c[c]	MCITD	forward	1	solid
MCITD	2mcacn_c[c]	forward	1	solid
2me4p_c[c]	MEPCT	forward	1	solid
MEPCT	4c2me_c[c]	forward	1	solid
2mecdp_c[c]	MECDPDH2	forward	1	solid
MECDPDH2	h2mb4p_c[c]	forward	1	solid
MECDPDH2	nad_c[c]	forward	1	solid
2obut_c[c]	ACHBS	forward	1	solid
ACHBS	2ahbut_c[c]	forward	1	solid
ACHBS	co2_c[c]	forward	1	solid
2obut_c[c]	OBTFL	forward	1	solid
OBTFL	for_c[c]	forward	1	solid
OBTFL	ppcoa_c[c]	forward	1	solid
2odec11eg3p_c[c]	LPLIPAL2A181	forward	1	solid
LPLIPAL2A181	glyc3p_c[c]	forward	1	solid
LPLIPAL2A181	ocdcea_c[c]	forward	1	solid
2odec11eg3p_p[p]	2AGPA181tipp	forward	1	solid
2AGPA181tipp	2odec11eg3p_c[c]	forward	1	solid
2odecg3p_c[c]	LPLIPAL2A180	forward	1	solid
LPLIPAL2A180	glyc3p_c[c]	forward	1	solid
LPLIPAL2A180	ocdca_c[c]	forward	1	solid
2odecg3p_p[p]	2AGPA180tipp	forward	1	solid
2AGPA180tipp	2odecg3p_c[c]	forward	1	solid
2ohph_c[c]	OHPHM	forward	1	solid
OHPHM	2omph_c[c]	forward	1	solid
OHPHM	ahcys_c[c]	forward	1	solid
2ombzl_c[c]	OMBZLM	forward	1	solid
OMBZLM	2ommbl_c[c]	forward	1	solid
OMBZLM	ahcys_c[c]	forward	1	solid
2omhmbl_c[c]	DMQMT	forward	1	solid
DMQMT	ahcys_c[c]	forward	1	solid
DMQMT	q8h2_c[c]	forward	1	solid
2ommbl_c[c]	OMMBLHX	forward	1	solid
OMMBLHX	2omhmbl_c[c]	forward	1	solid
2ommbl_c[c]	OMMBLHX3	forward	1	solid
OMMBLHX3	2omhmbl_c[c]	forward	1	solid
OMMBLHX3	adp_c[c]	forward	1	solid
OMMBLHX3	nadh_c[c]	forward	1	solid
2omph_c[c]	OMPHHX	forward	1	solid
OMPHHX	2ombzl_c[c]	forward	1	solid
2omph_c[c]	OMPHHX3	forward	1	solid
OMPHHX3	2ombzl_c[c]	forward	1	solid
OMPHHX3	adp_c[c]	forward	1	solid
OMPHHX3	nadh_c[c]	forward	1	solid
2oph_c[c]	OPHHX	forward	1	solid
OPHHX	2ohph_c[c]	forward	1	solid
2oph_c[c]	OPHHX3	forward	1	solid
OPHHX3	2ohph_c[c]	forward	1	solid
OPHHX3	adp_c[c]	forward	1	solid
OPHHX3	nadh_c[c]	forward	1	solid
2p4c2me_c[c]	MECDPS	forward	1	solid
MECDPS	2mecdp_c[c]	forward	1	solid
MECDPS	cmp_c[c]	forward	1	solid
2pg_c[c]	PGM	both	1	solid
PGM	3pg_c[c]	both	1	solid
2pg_c[c]	ENO	both	1	solid
ENO	pep_c[c]	both	1	solid
2pglyc_c[c]	PGLYCP	forward	1	solid
PGLYCP	glyclt_c[c]	forward	1	solid
2shchc_c[c]	SUCBZS	forward	1	solid
SUCBZS	sucbz_c[c]	forward	1	solid
2tdec7eg3p_c[c]	LPLIPAL2A141	forward	1	solid
LPLIPAL2A141	glyc3p_c[c]	forward	1	solid
LPLIPAL2A141	ttdcea_c[c]	forward	1	solid
2tdec7eg3p_p[p]	2AGPA141tipp	forward	1	solid
2AGPA141tipp	2tdec7eg3p_c[c]	forward	1	solid
2tdecg3p_c[c]	LPLIPAL2A140	forward	1	solid
LPLIPAL2A140	glyc3p_c[c]	forward	1	solid
LPLIPAL2A140	ttdca_c[c]	forward	1	solid
2tdecg3p_p[p]	2AGPA140tipp	forward	1	solid
2AGPA140tipp	2tdecg3p_c[c]	forward	1	solid
34dhpac_e[e]	34dhpactex	both	1	solid
34dhpactex	34dhpac_p[p]	both	1	solid
3amp_e[e]	3AMPtex	both	1	solid
3AMPtex	3amp_p[p]	both	1	solid
3amp_p[p]	3NTD7pp	forward	1	solid
3NTD7pp	adn_p[p]	forward	1	solid
3c2hmp_c[c]	IPPMIa	both	1	solid
IPPMIa	2ippm_c[c]	both	1	solid
3c2hmp_c[c]	IPMD	forward	1	solid
IPMD	3c4mop_c[c]	forward	1	solid
IPMD	nadh_c[c]	forward	1	solid
3c4mop_c[c]	OMCDC	forward	1	solid
OMCDC	4mop_c[c]	forward	1	solid
OMCDC	co2_c[c]	forward	1	solid
3cmp_e[e]	3CMPtex	both	1	solid
3CMPtex	3cmp_p[p]	both	1	solid
3cmp_p[p]	3NTD4pp	forward	1	solid
3NTD4pp	cytd_p[p]	forward	1	solid
3dhguln_c[c]	3KGK	forward	1	solid
3KGK	3dhgulnp_c[c]	forward	1	solid
3KGK	adp_c[c]	forward	1	solid
3dhgulnp_c[c]	KG6PDC	forward	1	solid
KG6PDC	co2_c[c]	forward	1	solid
KG6PDC	xu5p__L_c[c]	forward	1	solid
3dhq_c[c]	DHQTi	forward	1	solid
DHQTi	3dhsk_c[c]	forward	1	solid
3dhsk_c[c]	SHK3Dr	both	1	solid
SHK3Dr	nadp_c[c]	both	1	solid
SHK3Dr	skm_c[c]	both	1	solid
3gmp_e[e]	3GMPtex	both	1	solid
3GMPtex	3gmp_p[p]	both	1	solid
3gmp_p[p]	3NTD9pp	forward	1	solid
3NTD9pp	gsn_p[p]	forward	1	solid
3haACP_c[c]	3HAD40	forward	1	solid
3HAD40	but2eACP_c[c]	forward	1	solid
3hbcoa_c[c]	HACD1i	forward	1	solid
HACD1i	aacoa_c[c]	forward	1	solid
3hbcoa_c[c]	ECOAH1	both	1	solid
ECOAH1	b2coa_c[c]	both	1	solid
HACD1i	nadh_c[c]	forward	1	solid
3hcddec5eACP_c[c]	3HAD121	forward	1	solid
3HAD121	t3c5ddeceACP_c[c]	forward	1	solid
3hcinnm_c[c]	3HCINNMH	forward	1	solid
3HCINNMH	dhcinnm_c[c]	forward	1	solid
3HCINNMH	nad_c[c]	forward	1	solid
3hcinnm_e[e]	HCINNMtex	both	1	solid
HCINNMtex	3hcinnm_p[p]	both	1	solid
3hcinnm_p[p]	HCINNMt2rpp	both	1	solid
HCINNMt2rpp	3hcinnm_c[c]	both	1	solid
3hcmrs7eACP_c[c]	3HAD141	forward	1	solid
3HAD141	t3c7mrseACP_c[c]	forward	1	solid
3hcpalm9eACP_c[c]	3HAD161	forward	1	solid
3HAD161	t3c9palmeACP_c[c]	forward	1	solid
3hcvac11eACP_c[c]	3HAD181	forward	1	solid
3HAD181	t3c11vaceACP_c[c]	forward	1	solid
3hdcoa_c[c]	HACD4i	forward	1	solid
HACD4i	3odcoa_c[c]	forward	1	solid
3hdcoa_c[c]	ECOAH4	both	1	solid
ECOAH4	dc2coa_c[c]	both	1	solid
HACD4i	nadh_c[c]	forward	1	solid
3hddcoa_c[c]	HACD5i	forward	1	solid
HACD5i	3oddcoa_c[c]	forward	1	solid
3hddcoa_c[c]	ECOAH5	both	1	solid
ECOAH5	dd2coa_c[c]	both	1	solid
HACD5i	nadh_c[c]	forward	1	solid
3hddecACP_c[c]	3HAD120	forward	1	solid
3HAD120	tddec2eACP_c[c]	forward	1	solid
3hdecACP_c[c]	3HAD100	forward	1	solid
3HAD100	tdec2eACP_c[c]	forward	1	solid
3hhcoa_c[c]	HACD2i	forward	1	solid
HACD2i	3ohcoa_c[c]	forward	1	solid
3hhcoa_c[c]	ECOAH2	both	1	solid
ECOAH2	hx2coa_c[c]	both	1	solid
HACD2i	nadh_c[c]	forward	1	solid
3hhdcoa_c[c]	HACD7i	forward	1	solid
HACD7i	3ohdcoa_c[c]	forward	1	solid
3hhdcoa_c[c]	ECOAH7	both	1	solid
ECOAH7	hdd2coa_c[c]	both	1	solid
HACD7i	nadh_c[c]	forward	1	solid
3hhexACP_c[c]	3HAD60	forward	1	solid
3HAD60	thex2eACP_c[c]	forward	1	solid
3hmrsACP_c[c]	U23GAAT	forward	1	solid
U23GAAT	ACP_c[c]	forward	1	solid
3hmrsACP_c[c]	UAGAAT	both	1	solid
UAGAAT	ACP_c[c]	both	1	solid
3hmrsACP_c[c]	3HAD140	forward	1	solid
3HAD140	tmrs2eACP_c[c]	forward	1	solid
U23GAAT	u23ga_c[c]	forward	1	solid
UAGAAT	u3aga_c[c]	both	1	solid
3hocoa_c[c]	HACD3i	forward	1	solid
HACD3i	3oocoa_c[c]	forward	1	solid
HACD3i	nadh_c[c]	forward	1	solid
3hocoa_c[c]	ECOAH3	both	1	solid
ECOAH3	oc2coa_c[c]	both	1	solid
3hoctACP_c[c]	3HAD80	forward	1	solid
3HAD80	toct2eACP_c[c]	forward	1	solid
3hoctaACP_c[c]	3HAD180	forward	1	solid
3HAD180	toctd2eACP_c[c]	forward	1	solid
3hodcoa_c[c]	HACD8i	forward	1	solid
HACD8i	3ohodcoa_c[c]	forward	1	solid
HACD8i	nadh_c[c]	forward	1	solid
3hodcoa_c[c]	ECOAH8	both	1	solid
ECOAH8	od2coa_c[c]	both	1	solid
3hpalmACP_c[c]	3HAD160	forward	1	solid
3HAD160	tpalm2eACP_c[c]	forward	1	solid
3hpppn_c[c]	3HPPPNH	forward	1	solid
3HPPPNH	dhpppn_c[c]	forward	1	solid
3HPPPNH	nad_c[c]	forward	1	solid
3hpppn_e[e]	HPPPNtex	both	1	solid
HPPPNtex	3hpppn_p[p]	both	1	solid
3hpppn_p[p]	HPPPNt2rpp	both	1	solid
HPPPNt2rpp	3hpppn_c[c]	both	1	solid
3htdcoa_c[c]	HACD6i	forward	1	solid
HACD6i	3otdcoa_c[c]	forward	1	solid
HACD6i	nadh_c[c]	forward	1	solid
3htdcoa_c[c]	ECOAH6	both	1	solid
ECOAH6	td2coa_c[c]	both	1	solid
3ig3p_c[c]	TRPS1	forward	1	solid
TRPS1	g3p_c[c]	forward	1	solid
3ig3p_c[c]	TRPS3	forward	1	solid
TRPS3	g3p_c[c]	forward	1	solid
TRPS3	indole_c[c]	forward	1	solid
TRPS1	trp__L_c[c]	forward	1	solid
3mob_c[c]	MOHMT	forward	1	solid
MOHMT	2dhp_c[c]	forward	1	solid
3mob_c[c]	IPPS	forward	1	solid
IPPS	3c3hmp_c[c]	forward	1	solid
IPPS	coa_c[c]	forward	1	solid
3mob_c[c]	VPAMTr	forward	1	solid
VPAMTr	pyr_c[c]	forward	1	solid
MOHMT	thf_c[c]	forward	1	solid
VPAMTr	val__L_c[c]	forward	1	solid
3mob_c[c]	VALTA	both	1	solid
VALTA	val__L_c[c]	both	1	solid
3ocddec5eACP_c[c]	3OAR121	forward	1	solid
3OAR121	3hcddec5eACP_c[c]	forward	1	solid
3OAR121	nadp_c[c]	forward	1	solid
3ocmrs7eACP_c[c]	3OAR141	forward	1	solid
3OAR141	3hcmrs7eACP_c[c]	forward	1	solid
3OAR141	nadp_c[c]	forward	1	solid
3ocpalm9eACP_c[c]	3OAR161	forward	1	solid
3OAR161	3hcpalm9eACP_c[c]	forward	1	solid
3OAR161	nadp_c[c]	forward	1	solid
3ocvac11eACP_c[c]	3OAR181	forward	1	solid
3OAR181	3hcvac11eACP_c[c]	forward	1	solid
3OAR181	nadp_c[c]	forward	1	solid
3odcoa_c[c]	ACACT13	forward	1	solid
ACACT13	accoa_c[c]	forward	1	solid
ACACT13	occoa_c[c]	forward	1	solid
3oddcoa_c[c]	ACACT10	forward	1	solid
ACACT10	accoa_c[c]	forward	1	solid
ACACT10	dcacoa_c[c]	forward	1	solid
3oddecACP_c[c]	3OAR120	both	1	solid
3OAR120	3hddecACP_c[c]	both	1	solid
3OAR120	nadp_c[c]	both	1	solid
3odecACP_c[c]	3OAR100	both	1	solid
3OAR100	3hdecACP_c[c]	both	1	solid
3OAR100	nadp_c[c]	both	1	solid
3ohcoa_c[c]	ACACT11	forward	1	solid
ACACT11	accoa_c[c]	forward	1	solid
ACACT11	btcoa_c[c]	forward	1	solid
3ohdcoa_c[c]	ACACT12	forward	1	solid
ACACT12	accoa_c[c]	forward	1	solid
ACACT12	tdcoa_c[c]	forward	1	solid
3ohexACP_c[c]	3OAR60	both	1	solid
3OAR60	3hhexACP_c[c]	both	1	solid
3OAR60	nadp_c[c]	both	1	solid
3ohodcoa_c[c]	ACACT8r	forward	1	solid
ACACT8r	accoa_c[c]	forward	1	solid
ACACT8r	pmtcoa_c[c]	forward	1	solid
3omrsACP_c[c]	3OAR140	both	1	solid
3OAR140	3hmrsACP_c[c]	both	1	solid
3OAR140	nadp_c[c]	both	1	solid
3oocoa_c[c]	ACACT8	forward	1	solid
ACACT8	accoa_c[c]	forward	1	solid
ACACT8	hxcoa_c[c]	forward	1	solid
3ooctACP_c[c]	3OAR80	both	1	solid
3OAR80	3hoctACP_c[c]	both	1	solid
3OAR80	nadp_c[c]	both	1	solid
3ooctdACP_c[c]	3OAR180	both	1	solid
3OAR180	3hoctaACP_c[c]	both	1	solid
3OAR180	nadp_c[c]	both	1	solid
3opalmACP_c[c]	3OAR160	both	1	solid
3OAR160	3hpalmACP_c[c]	both	1	solid
3OAR160	nadp_c[c]	both	1	solid
3ophb_c[c]	OPHBDC	forward	1	solid
OPHBDC	2oph_c[c]	forward	1	solid
OPHBDC	co2_c[c]	forward	1	solid
3otdcoa_c[c]	ACACT9	forward	1	solid
ACACT9	accoa_c[c]	forward	1	solid
ACACT9	ddcacoa_c[c]	forward	1	solid
3pg_c[c]	PGK	both	1	solid
PGK	13dpg_c[c]	both	1	solid
3pg_c[c]	PGCD	forward	1	solid
PGCD	3php_c[c]	forward	1	solid
PGK	adp_c[c]	both	1	solid
PGCD	nadh_c[c]	forward	1	solid
3php_c[c]	PSERT	forward	1	solid
PSERT	akg_c[c]	forward	1	solid
PSERT	pser__L_c[c]	forward	1	solid
3psme_c[c]	CHORS	forward	1	solid
CHORS	chor_c[c]	forward	1	solid
3sala_c[c]	CYSSADS	forward	1	solid
CYSSADS	ala__L_c[c]	forward	1	solid
3ump_e[e]	3UMPtex	both	1	solid
3UMPtex	3ump_p[p]	both	1	solid
3ump_p[p]	3NTD2pp	forward	1	solid
3NTD2pp	uri_p[p]	forward	1	solid
4abut_c[c]	GLUABUTt7pp	both	1	solid
GLUABUTt7pp	4abut_p[p]	both	1	solid
4abut_c[c]	ABUTt2pp	back	1	solid
ABUTt2pp	4abut_p[p]	back	1	solid
GLUABUTt7pp	glu__L_c[c]	both	1	solid
4abut_c[c]	ABTA	forward	1	solid
ABTA	glu__L_c[c]	forward	1	solid
4abut_c[c]	GLUDC	back	1	solid
GLUDC	glu__L_c[c]	back	1	solid
ABTA	sucsal_c[c]	forward	1	solid
4abut_e[e]	ABUTtex	both	1	solid
ABUTtex	4abut_p[p]	both	1	solid
4abutn_c[c]	ABUTD	forward	1	solid
ABUTD	4abut_c[c]	forward	1	solid
ABUTD	nadh_c[c]	forward	1	solid
4abz_c[c]	DHPS2	forward	1	solid
DHPS2	dhpt_c[c]	forward	1	solid
4adcho_c[c]	ADCL	forward	1	solid
ADCL	4abz_c[c]	forward	1	solid
ADCL	pyr_c[c]	forward	1	solid
4ahmmp_c[c]	HMPK1	forward	1	solid
HMPK1	4ampm_c[c]	forward	1	solid
HMPK1	adp_c[c]	forward	1	solid
PMPK	adp_c[c]	forward	1	solid
4c2me_c[c]	CDPMEK	forward	1	solid
CDPMEK	2p4c2me_c[c]	forward	1	solid
CDPMEK	adp_c[c]	forward	1	solid
4h2opntn_c[c]	HOPNTAL	forward	1	solid
HOPNTAL	acald_c[c]	forward	1	solid
HOPNTAL	pyr_c[c]	forward	1	solid
4hbz_c[c]	HBZOPT	forward	1	solid
HBZOPT	3ophb_c[c]	forward	1	solid
4hoxpacd_e[e]	4HOXPACDtex	both	1	solid
4HOXPACDtex	4hoxpacd_p[p]	both	1	solid
4mhetz_c[c]	HETZK	forward	1	solid
HETZK	4mpetz_c[c]	forward	1	solid
HETZK	adp_c[c]	forward	1	solid
4mop_c[c]	LEUTAi	forward	1	solid
LEUTAi	akg_c[c]	forward	1	solid
LEUTAi	leu__L_c[c]	forward	1	solid
4mpetz_c[c]	TMPPP	forward	1	solid
4per_c[c]	PERD	both	1	solid
PERD	nadh_c[c]	both	1	solid
PERD	ohpb_c[c]	both	1	solid
4ppan_c[c]	PPNCL2	forward	1	solid
PPNCL2	4ppcys_c[c]	forward	1	solid
PPNCL2	cmp_c[c]	forward	1	solid
4ppcys_c[c]	PPCDC	forward	1	solid
PPCDC	co2_c[c]	forward	1	solid
PPCDC	pan4p_c[c]	forward	1	solid
4r5au_c[c]	RBFSa	forward	1	solid
RBFSa	dmlz_c[c]	forward	1	solid
4r5au_c[c]	RBFSb	back	1	solid
RBFSb	dmlz_c[c]	back	1	solid
5aizc_c[c]	PRASCSi	forward	1	solid
PRASCSi	25aics_c[c]	forward	1	solid
5aizc_c[c]	AIRC3	both	1	solid
AIRC3	5caiz_c[c]	both	1	solid
PRASCSi	adp_c[c]	forward	1	solid
5aop_c[c]	PPBNGS	forward	1	solid
PPBNGS	ppbng_c[c]	forward	1	solid
5aprbu_c[c]	PMDPHT	forward	1	solid
PMDPHT	4r5au_c[c]	forward	1	solid
5apru_c[c]	APRAUR	forward	1	solid
APRAUR	5aprbu_c[c]	forward	1	solid
APRAUR	nadp_c[c]	forward	1	solid
5dglcn_c[c]	5DGLCNR	both	1	solid
5DGLCNR	glcn_c[c]	both	1	solid
5dglcn_c[c]	IDOND2	forward	1	solid
IDOND2	idon__L_c[c]	forward	1	solid
5dglcn_c[c]	IDOND	both	1	solid
IDOND	idon__L_c[c]	both	1	solid
IDOND	nad_c[c]	both	1	solid
IDOND2	nadp_c[c]	forward	1	solid
5DGLCNR	nadp_c[c]	both	1	solid
5dglcn_e[e]	5DGLCNtex	both	1	solid
5DGLCNtex	5dglcn_p[p]	both	1	solid
5dglcn_p[p]	5DGLCNt2rpp	both	1	solid
5DGLCNt2rpp	5dglcn_c[c]	both	1	solid
5dh4dglc_c[c]	GLCRAL	forward	1	solid
GLCRAL	2h3oppan_c[c]	forward	1	solid
GLCRAL	pyr_c[c]	forward	1	solid
5mdr1p_c[c]	MTRI	both	1	solid
MTRI	5mdru1p_c[c]	both	1	solid
5mdru1p_c[c]	MDRPD	forward	1	solid
MDRPD	dkmpp_c[c]	forward	1	solid
5mta_c[c]	MTAN	forward	1	solid
MTAN	5mtr_c[c]	forward	1	solid
MTAN	ade_c[c]	forward	1	solid
5mthf_c[c]	METS	forward	1	solid
METS	met__L_c[c]	forward	1	solid
METS	thf_c[c]	forward	1	solid
5mtr_c[c]	MTRK	forward	1	solid
MTRK	5mdr1p_c[c]	forward	1	solid
MTRK	adp_c[c]	forward	1	solid
5prdmbz_c[c]	RZ5PP	forward	1	solid
RZ5PP	rdmbzi_c[c]	forward	1	solid
6hmhpt_c[c]	HPPK2	forward	1	solid
HPPK2	6hmhptpp_c[c]	forward	1	solid
HPPK2	amp_c[c]	forward	1	solid
6hmhptpp_c[c]	DHPS2	forward	1	solid
6pgc_c[c]	EDD	forward	1	solid
EDD	2ddg6p_c[c]	forward	1	solid
6pgc_c[c]	GND	forward	1	solid
GND	co2_c[c]	forward	1	solid
GND	nadph_c[c]	forward	1	solid
GND	ru5p__D_c[c]	forward	1	solid
6pgl_c[c]	PGL	forward	1	solid
PGL	6pgc_c[c]	forward	1	solid
8aonn_c[c]	AMAOTr	both	1	solid
AMAOTr	amob_c[c]	both	1	solid
AMAOTr	dann_c[c]	both	1	solid
ACP_c[c]	ACOATA	both	1	solid
ACOATA	acACP_c[c]	both	1	solid
ACP_c[c]	KAS14	back	1	solid
KAS14	acACP_c[c]	back	1	solid
ACP_c[c]	AACPS1	forward	1	solid
AACPS1	amp_c[c]	forward	1	solid
ACP_c[c]	AACPS2	forward	1	solid
AACPS2	amp_c[c]	forward	1	solid
ACP_c[c]	AACPS3	forward	1	solid
AACPS3	amp_c[c]	forward	1	solid
ACP_c[c]	AACPS4	forward	1	solid
AACPS4	amp_c[c]	forward	1	solid
ACP_c[c]	AACPS5	forward	1	solid
AACPS5	amp_c[c]	forward	1	solid
ACP_c[c]	AACPS6	forward	1	solid
AACPS6	amp_c[c]	forward	1	solid
ACP_c[c]	AACPS7	forward	1	solid
AACPS7	amp_c[c]	forward	1	solid
ACP_c[c]	AACPS8	forward	1	solid
AACPS8	amp_c[c]	forward	1	solid
ACP_c[c]	AACPS9	forward	1	solid
AACPS9	amp_c[c]	forward	1	solid
ACOATA	coa_c[c]	both	1	solid
ACP_c[c]	MCOATA	both	1	solid
MCOATA	coa_c[c]	both	1	solid
ACP_c[c]	ACPS1	back	1	solid
ACPS1	coa_c[c]	back	1	solid
AACPS8	dcaACP_c[c]	forward	1	solid
ACP_c[c]	3OAS120	back	1	solid
3OAS120	dcaACP_c[c]	back	1	solid
ACP_c[c]	FA100ACPHi	back	1	solid
FA100ACPHi	dcaACP_c[c]	back	1	solid
AACPS7	ddcaACP_c[c]	forward	1	solid
ACP_c[c]	3OAS140	back	1	solid
3OAS140	ddcaACP_c[c]	back	1	solid
AGPAT120	ddcaACP_c[c]	back	1	solid
ACP_c[c]	EDTXS1	back	1	solid
EDTXS1	ddcaACP_c[c]	back	1	solid
ACP_c[c]	FA120ACPHi	back	1	solid
FA120ACPHi	ddcaACP_c[c]	back	1	solid
ACP_c[c]	G3PAT120	back	1	solid
G3PAT120	ddcaACP_c[c]	back	1	solid
AACPS4	hdeACP_c[c]	forward	1	solid
ACP_c[c]	3OAS181	back	1	solid
3OAS181	hdeACP_c[c]	back	1	solid
AGPAT161	hdeACP_c[c]	back	1	solid
ACP_c[c]	EDTXS3	back	1	solid
EDTXS3	hdeACP_c[c]	back	1	solid
ACP_c[c]	FA161ACPHi	back	1	solid
FA161ACPHi	hdeACP_c[c]	back	1	solid
ACP_c[c]	G3PAT161	back	1	solid
G3PAT161	hdeACP_c[c]	back	1	solid
MCOATA	malACP_c[c]	both	1	solid
ACP_c[c]	3OAS100	back	1	solid
3OAS100	malACP_c[c]	back	1	solid
3OAS120	malACP_c[c]	back	1	solid
ACP_c[c]	3OAS121	back	1	solid
3OAS121	malACP_c[c]	back	1	solid
3OAS140	malACP_c[c]	back	1	solid
ACP_c[c]	3OAS141	back	1	solid
3OAS141	malACP_c[c]	back	1	solid
ACP_c[c]	3OAS160	back	1	solid
3OAS160	malACP_c[c]	back	1	solid
ACP_c[c]	3OAS161	back	1	solid
3OAS161	malACP_c[c]	back	1	solid
ACP_c[c]	3OAS180	back	1	solid
3OAS180	malACP_c[c]	back	1	solid
3OAS181	malACP_c[c]	back	1	solid
ACP_c[c]	3OAS60	back	1	solid
3OAS60	malACP_c[c]	back	1	solid
ACP_c[c]	3OAS80	back	1	solid
3OAS80	malACP_c[c]	back	1	solid
KAS14	malACP_c[c]	back	1	solid
AACPS1	myrsACP_c[c]	forward	1	solid
3OAS160	myrsACP_c[c]	back	1	solid
AGPAT140	myrsACP_c[c]	back	1	solid
ACP_c[c]	EDTXS2	back	1	solid
EDTXS2	myrsACP_c[c]	back	1	solid
ACP_c[c]	EDTXS4	back	1	solid
EDTXS4	myrsACP_c[c]	back	1	solid
ACP_c[c]	FA140ACPHi	back	1	solid
FA140ACPHi	myrsACP_c[c]	back	1	solid
ACP_c[c]	G3PAT140	back	1	solid
G3PAT140	myrsACP_c[c]	back	1	solid
AACPS9	ocACP_c[c]	forward	1	solid
3OAS100	ocACP_c[c]	back	1	solid
ACP_c[c]	FA80ACPHi	back	1	solid
FA80ACPHi	ocACP_c[c]	back	1	solid
AACPS6	ocdcaACP_c[c]	forward	1	solid
AGPAT180	ocdcaACP_c[c]	back	1	solid
ACP_c[c]	G3PAT180	back	1	solid
G3PAT180	ocdcaACP_c[c]	back	1	solid
AACPS5	octeACP_c[c]	forward	1	solid
AGPAT181	octeACP_c[c]	back	1	solid
ACP_c[c]	G3PAT181	back	1	solid
G3PAT181	octeACP_c[c]	back	1	solid
AACPS3	palmACP_c[c]	forward	1	solid
3OAS180	palmACP_c[c]	back	1	solid
AGPAT160	palmACP_c[c]	back	1	solid
ACP_c[c]	FA160ACPHi	back	1	solid
FA160ACPHi	palmACP_c[c]	back	1	solid
ACP_c[c]	G3PAT160	back	1	solid
G3PAT160	palmACP_c[c]	back	1	solid
AACPS2	tdeACP_c[c]	forward	1	solid
3OAS161	tdeACP_c[c]	back	1	solid
AGPAT141	tdeACP_c[c]	back	1	solid
ACP_c[c]	FA141ACPHi	back	1	solid
FA141ACPHi	tdeACP_c[c]	back	1	solid
ACP_c[c]	G3PAT141	back	1	solid
G3PAT141	tdeACP_c[c]	back	1	solid
LalaDgluMdapDala_c[c]	4PCP	forward	1	solid
4PCP	LalaDgluMdap_c[c]	forward	1	solid
LalaDgluMdapDala_c[c]	UM4PL	forward	1	solid
UM4PL	adp_c[c]	forward	1	solid
4PCP	ala__D_c[c]	forward	1	solid
UM4PL	um4p_c[c]	forward	1	solid
LalaDgluMdapDala_e[e]	4PEPTtex	both	1	solid
4PEPTtex	LalaDgluMdapDala_p[p]	both	1	solid
LalaDgluMdapDala_p[p]	4PEPTabcpp	forward	1	solid
4PEPTabcpp	LalaDgluMdapDala_c[c]	forward	1	solid
LalaDgluMdapDala_p[p]	4PCPpp	forward	1	solid
4PCPpp	LalaDgluMdap_p[p]	forward	1	solid
4PEPTabcpp	adp_c[c]	forward	1	solid
4PCPpp	ala__D_p[p]	forward	1	solid
LalaDgluMdap_c[c]	LADGMDH	forward	1	solid
LADGMDH	26dap__M_c[c]	forward	1	solid
LADGMDH	LalaDglu_c[c]	forward	1	solid
LalaDgluMdap_c[c]	UM3PL	forward	1	solid
UM3PL	adp_c[c]	forward	1	solid
UM3PL	ugmd_c[c]	forward	1	solid
LalaDgluMdap_e[e]	3PEPTtex	both	1	solid
3PEPTtex	LalaDgluMdap_p[p]	both	1	solid
LalaDgluMdap_p[p]	3PEPTabcpp	forward	1	solid
3PEPTabcpp	LalaDgluMdap_c[c]	forward	1	solid
3PEPTabcpp	adp_c[c]	forward	1	solid
LalaDglu_c[c]	ALAGLUE	both	1	solid
ALAGLUE	LalaLglu_c[c]	both	1	solid
LalaLglu_c[c]	LALGP	forward	1	solid
LALGP	ala__L_c[c]	forward	1	solid
LALGP	glu__L_c[c]	forward	1	solid
Nmtrp_c[c]	MTRPOX	forward	1	solid
MTRPOX	fald_c[c]	forward	1	solid
MTRPOX	trp__L_c[c]	forward	1	solid
Sfglutth_c[c]	SFGTHi	forward	1	solid
SFGTHi	for_c[c]	forward	1	solid
SFGTHi	gthrd_c[c]	forward	1	solid
aacoa_c[c]	KAT1	forward	1	solid
KAT1	accoa_c[c]	forward	1	solid
aacoa_c[c]	ACACCT	back	1	solid
ACACCT	accoa_c[c]	back	1	solid
aacoa_c[c]	ACACT1r	both	1	solid
ACACT1r	accoa_c[c]	both	1	solid
aact_c[c]	AACTOOR	forward	1	solid
AACTOOR	mthgxl_c[c]	forward	1	solid
KAS14	actACP_c[c]	forward	1	solid
KAS14	co2_c[c]	forward	1	solid
ac_c[c]	ACS	forward	1	solid
ACS	accoa_c[c]	forward	1	solid
ac_c[c]	ACACCT	back	1	solid
ac_c[c]	BUTCT	back	1	solid
BUTCT	accoa_c[c]	back	1	solid
ac_c[c]	HXCT	back	1	solid
HXCT	accoa_c[c]	back	1	solid
ac_c[c]	ACKr	both	1	solid
ACKr	actp_c[c]	both	1	solid
ACKr	adp_c[c]	both	1	solid
ACS	amp_c[c]	forward	1	solid
ac_e[e]	ACtex	both	1	solid
ACtex	ac_p[p]	both	1	solid
ac_p[p]	ACt2rpp	both	1	solid
ACt2rpp	ac_c[c]	both	1	solid
