id	compartment	fillcolor	shape	style	type	label
10fthf_c[c]	c	#ffd8bf	ellipse	filled	cpd_biomass_substrate	10fthf_c[c]
12DGR120tipp	c	#c9fccd	box	filled	rxn	12DGR120tipp
12DGR140tipp	c	#c9fccd	box	filled	rxn	12DGR140tipp
12DGR141tipp	c	#c9fccd	box	filled	rxn	12DGR141tipp
12DGR160tipp	c	#c9fccd	box	filled	rxn	12DGR160tipp
12DGR161tipp	c	#c9fccd	box	filled	rxn	12DGR161tipp
12DGR180tipp	c	#c9fccd	box	filled	rxn	12DGR180tipp
12DGR181tipp	c	#c9fccd	box	filled	rxn	12DGR181tipp
12PPDRtex	p	#c9fccd	box	filled	rxn	12PPDRtex
12PPDRtpp	c	#c9fccd	box	filled	rxn	12PPDRtpp
12PPDStex	p	#c9fccd	box	filled	rxn	12PPDStex
12PPDStpp	c	#c9fccd	box	filled	rxn	12PPDStpp
12dgr120_c[c]	c	#ffd8bf	ellipse	filled	cpd	12dgr120_c[c]
12dgr120_p[p]	p	#ffd8bf	ellipse	filled	cpd	12dgr120_p[p]
12dgr140_c[c]	c	#ffd8bf	ellipse	filled	cpd	12dgr140_c[c]
12dgr140_p[p]	p	#ffd8bf	ellipse	filled	cpd	12dgr140_p[p]
12dgr141_c[c]	c	#ffd8bf	ellipse	filled	cpd	12dgr141_c[c]
12dgr141_p[p]	p	#ffd8bf	ellipse	filled	cpd	12dgr141_p[p]
12dgr160_c[c]	c	#ffd8bf	ellipse	filled	cpd	12dgr160_c[c]
12dgr160_p[p]	p	#ffd8bf	ellipse	filled	cpd	12dgr160_p[p]
12dgr161_c[c]	c	#ffd8bf	ellipse	filled	cpd	12dgr161_c[c]
12dgr161_p[p]	p	#ffd8bf	ellipse	filled	cpd	12dgr161_p[p]
12dgr180_c[c]	c	#ffd8bf	ellipse	filled	cpd	12dgr180_c[c]
12dgr180_p[p]	p	#ffd8bf	ellipse	filled	cpd	12dgr180_p[p]
12dgr181_c[c]	c	#ffd8bf	ellipse	filled	cpd	12dgr181_c[c]
12dgr181_p[p]	p	#ffd8bf	ellipse	filled	cpd	12dgr181_p[p]
12ppd__R_c[c]	c	#ffd8bf	ellipse	filled	cpd	12ppd__R_c[c]
12ppd__R_e[e]	e	#ffd8bf	ellipse	filled	cpd	12ppd__R_e[e]
12ppd__R_e[e]	e	#ffd8bf	ellipse	filled	cpd	12ppd__R_e[e]
12ppd__R_p[p]	p	#ffd8bf	ellipse	filled	cpd	12ppd__R_p[p]
12ppd__S_c[c]	c	#ffd8bf	ellipse	filled	cpd	12ppd__S_c[c]
12ppd__S_e[e]	e	#ffd8bf	ellipse	filled	cpd	12ppd__S_e[e]
12ppd__S_e[e]	e	#ffd8bf	ellipse	filled	cpd	12ppd__S_e[e]
12ppd__S_p[p]	p	#ffd8bf	ellipse	filled	cpd	12ppd__S_p[p]
13dpg_c[c]	c	#ffd8bf	ellipse	filled	cpd	13dpg_c[c]
14GLUCANabcpp	c	#c9fccd	box	filled	rxn	14GLUCANabcpp
14GLUCANtexi	p	#c9fccd	box	filled	rxn	14GLUCANtexi
14glucan_c[c]	c	#ffd8bf	ellipse	filled	cpd	14glucan_c[c]
14glucan_e[e]	e	#ffd8bf	ellipse	filled	cpd	14glucan_e[e]
14glucan_e[e]	e	#ffd8bf	ellipse	filled	cpd	14glucan_e[e]
14glucan_p[p]	p	#ffd8bf	ellipse	filled	cpd	14glucan_p[p]
15dap_c[c]	c	#ffd8bf	ellipse	filled	cpd	15dap_c[c]
15dap_e[e]	e	#ffd8bf	ellipse	filled	cpd	15dap_e[e]
15dap_e[e]	e	#ffd8bf	ellipse	filled	cpd	15dap_e[e]
15dap_p[p]	p	#ffd8bf	ellipse	filled	cpd	15dap_p[p]
1agpe120_p[p]	p	#ffd8bf	ellipse	filled	cpd	1agpe120_p[p]
1agpe140_p[p]	p	#ffd8bf	ellipse	filled	cpd	1agpe140_p[p]
1agpe141_p[p]	p	#ffd8bf	ellipse	filled	cpd	1agpe141_p[p]
1agpe160_p[p]	p	#ffd8bf	ellipse	filled	cpd	1agpe160_p[p]
1agpe161_p[p]	p	#ffd8bf	ellipse	filled	cpd	1agpe161_p[p]
1agpe180_p[p]	p	#ffd8bf	ellipse	filled	cpd	1agpe180_p[p]
1agpe181_p[p]	p	#ffd8bf	ellipse	filled	cpd	1agpe181_p[p]
1agpg120_p[p]	p	#ffd8bf	ellipse	filled	cpd	1agpg120_p[p]
1agpg140_p[p]	p	#ffd8bf	ellipse	filled	cpd	1agpg140_p[p]
1agpg141_p[p]	p	#ffd8bf	ellipse	filled	cpd	1agpg141_p[p]
1agpg160_p[p]	p	#ffd8bf	ellipse	filled	cpd	1agpg160_p[p]
1agpg161_p[p]	p	#ffd8bf	ellipse	filled	cpd	1agpg161_p[p]
1agpg180_p[p]	p	#ffd8bf	ellipse	filled	cpd	1agpg180_p[p]
1agpg181_p[p]	p	#ffd8bf	ellipse	filled	cpd	1agpg181_p[p]
1ddecg3p_c[c]	c	#ffd8bf	ellipse	filled	cpd	1ddecg3p_c[c]
1ddecg3p_p[p]	p	#ffd8bf	ellipse	filled	cpd	1ddecg3p_p[p]
1hdec9eg3p_c[c]	c	#ffd8bf	ellipse	filled	cpd	1hdec9eg3p_c[c]
1hdec9eg3p_p[p]	p	#ffd8bf	ellipse	filled	cpd	1hdec9eg3p_p[p]
1hdecg3p_c[c]	c	#ffd8bf	ellipse	filled	cpd	1hdecg3p_c[c]
1hdecg3p_p[p]	p	#ffd8bf	ellipse	filled	cpd	1hdecg3p_p[p]
1odec11eg3p_c[c]	c	#ffd8bf	ellipse	filled	cpd	1odec11eg3p_c[c]
1odec11eg3p_p[p]	p	#ffd8bf	ellipse	filled	cpd	1odec11eg3p_p[p]
1odecg3p_c[c]	c	#ffd8bf	ellipse	filled	cpd	1odecg3p_c[c]
1odecg3p_p[p]	p	#ffd8bf	ellipse	filled	cpd	1odecg3p_p[p]
1pyr5c_c[c]	c	#ffd8bf	ellipse	filled	cpd	1pyr5c_c[c]
1tdec7eg3p_c[c]	c	#ffd8bf	ellipse	filled	cpd	1tdec7eg3p_c[c]
1tdec7eg3p_p[p]	p	#ffd8bf	ellipse	filled	cpd	1tdec7eg3p_p[p]
1tdecg3p_c[c]	c	#ffd8bf	ellipse	filled	cpd	1tdecg3p_c[c]
1tdecg3p_p[p]	p	#ffd8bf	ellipse	filled	cpd	1tdecg3p_p[p]
23CAMPtex	p	#c9fccd	box	filled	rxn	23CAMPtex
23CCMPtex	p	#c9fccd	box	filled	rxn	23CCMPtex
23CGMPtex	p	#c9fccd	box	filled	rxn	23CGMPtex
23CUMPtex	p	#c9fccd	box	filled	rxn	23CUMPtex
23DAPPAt2pp	c	#c9fccd	box	filled	rxn	23DAPPAt2pp
23DAPPAtex	p	#c9fccd	box	filled	rxn	23DAPPAtex
23PDE2pp	p	#c9fccd	box	filled	rxn	23PDE2pp
23PDE4pp	p	#c9fccd	box	filled	rxn	23PDE4pp
23PDE7pp	p	#c9fccd	box	filled	rxn	23PDE7pp
23PDE9pp	p	#c9fccd	box	filled	rxn	23PDE9pp
23camp_e[e]	e	#ffd8bf	ellipse	filled	cpd	23camp_e[e]
23camp_e[e]	e	#ffd8bf	ellipse	filled	cpd	23camp_e[e]
23camp_p[p]	p	#ffd8bf	ellipse	filled	cpd	23camp_p[p]
23ccmp_e[e]	e	#ffd8bf	ellipse	filled	cpd	23ccmp_e[e]
23ccmp_e[e]	e	#ffd8bf	ellipse	filled	cpd	23ccmp_e[e]
23ccmp_p[p]	p	#ffd8bf	ellipse	filled	cpd	23ccmp_p[p]
23cgmp_e[e]	e	#ffd8bf	ellipse	filled	cpd	23cgmp_e[e]
23cgmp_e[e]	e	#ffd8bf	ellipse	filled	cpd	23cgmp_e[e]
23cgmp_p[p]	p	#ffd8bf	ellipse	filled	cpd	23cgmp_p[p]
23cump_e[e]	e	#ffd8bf	ellipse	filled	cpd	23cump_e[e]
23cump_e[e]	e	#ffd8bf	ellipse	filled	cpd	23cump_e[e]
23cump_p[p]	p	#ffd8bf	ellipse	filled	cpd	23cump_p[p]
23dappa_c[c]	c	#ffd8bf	ellipse	filled	cpd	23dappa_c[c]
23dappa_e[e]	e	#ffd8bf	ellipse	filled	cpd	23dappa_e[e]
23dappa_e[e]	e	#ffd8bf	ellipse	filled	cpd	23dappa_e[e]
23dappa_p[p]	p	#ffd8bf	ellipse	filled	cpd	23dappa_p[p]
23ddhb_c[c]	c	#ffd8bf	ellipse	filled	cpd	23ddhb_c[c]
23dhb_c[c]	c	#ffd8bf	ellipse	filled	cpd	23dhb_c[c]
23dhba_c[c]	c	#ffd8bf	ellipse	filled	cpd	23dhba_c[c]
23dhbzs_c[c]	c	#ffd8bf	ellipse	filled	cpd	23dhbzs_c[c]
23dhdp_c[c]	c	#ffd8bf	ellipse	filled	cpd	23dhdp_c[c]
23dhmb_c[c]	c	#ffd8bf	ellipse	filled	cpd	23dhmb_c[c]
23dhmp_c[c]	c	#ffd8bf	ellipse	filled	cpd	23dhmp_c[c]
23doguln_c[c]	c	#ffd8bf	ellipse	filled	cpd	23doguln_c[c]
25aics_c[c]	c	#ffd8bf	ellipse	filled	cpd	25aics_c[c]
25dkglcn_c[c]	c	#ffd8bf	ellipse	filled	cpd	25dkglcn_c[c]
25drapp_c[c]	c	#ffd8bf	ellipse	filled	cpd	25drapp_c[c]
26DAHtex	p	#c9fccd	box	filled	rxn	26DAHtex
26dap_LL_c[c]	c	#ffd8bf	ellipse	filled	cpd	26dap_LL_c[c]
26dap__M_c[c]	c	#ffd8bf	ellipse	filled	cpd	26dap__M_c[c]
26dap__M_e[e]	e	#ffd8bf	ellipse	filled	cpd	26dap__M_e[e]
26dap__M_e[e]	e	#ffd8bf	ellipse	filled	cpd	26dap__M_e[e]
26dap__M_p[p]	p	#ffd8bf	ellipse	filled	cpd	26dap__M_p[p]
2AGPA120tipp	c	#c9fccd	box	filled	rxn	2AGPA120tipp
2AGPA140tipp	c	#c9fccd	box	filled	rxn	2AGPA140tipp
2AGPA141tipp	c	#c9fccd	box	filled	rxn	2AGPA141tipp
2AGPA160tipp	c	#c9fccd	box	filled	rxn	2AGPA160tipp
2AGPA161tipp	c	#c9fccd	box	filled	rxn	2AGPA161tipp
2AGPA180tipp	c	#c9fccd	box	filled	rxn	2AGPA180tipp
2AGPA181tipp	c	#c9fccd	box	filled	rxn	2AGPA181tipp
2AGPE120tipp	c	#c9fccd	box	filled	rxn	2AGPE120tipp
2AGPE140tipp	c	#c9fccd	box	filled	rxn	2AGPE140tipp
2AGPE141tipp	c	#c9fccd	box	filled	rxn	2AGPE141tipp
2AGPE160tipp	c	#c9fccd	box	filled	rxn	2AGPE160tipp
2AGPE161tipp	c	#c9fccd	box	filled	rxn	2AGPE161tipp
2AGPE180tipp	c	#c9fccd	box	filled	rxn	2AGPE180tipp
2AGPE181tipp	c	#c9fccd	box	filled	rxn	2AGPE181tipp
2AGPEAT120	c	#c9fccd	box	filled	rxn	2AGPEAT120
2AGPEAT140	c	#c9fccd	box	filled	rxn	2AGPEAT140
2AGPEAT141	c	#c9fccd	box	filled	rxn	2AGPEAT141
2AGPEAT160	c	#c9fccd	box	filled	rxn	2AGPEAT160
2AGPEAT161	c	#c9fccd	box	filled	rxn	2AGPEAT161
2AGPEAT180	c	#c9fccd	box	filled	rxn	2AGPEAT180
2AGPEAT181	c	#c9fccd	box	filled	rxn	2AGPEAT181
2AGPG120tipp	c	#c9fccd	box	filled	rxn	2AGPG120tipp
2AGPG140tipp	c	#c9fccd	box	filled	rxn	2AGPG140tipp
2AGPG141tipp	c	#c9fccd	box	filled	rxn	2AGPG141tipp
2AGPG160tipp	c	#c9fccd	box	filled	rxn	2AGPG160tipp
2AGPG161tipp	c	#c9fccd	box	filled	rxn	2AGPG161tipp
2AGPG180tipp	c	#c9fccd	box	filled	rxn	2AGPG180tipp
2AGPG181tipp	c	#c9fccd	box	filled	rxn	2AGPG181tipp
2AGPGAT120	c	#c9fccd	box	filled	rxn	2AGPGAT120
2AGPGAT140	c	#c9fccd	box	filled	rxn	2AGPGAT140
2AGPGAT141	c	#c9fccd	box	filled	rxn	2AGPGAT141
2AGPGAT160	c	#c9fccd	box	filled	rxn	2AGPGAT160
2AGPGAT161	c	#c9fccd	box	filled	rxn	2AGPGAT161
2AGPGAT180	c	#c9fccd	box	filled	rxn	2AGPGAT180
2AGPGAT181	c	#c9fccd	box	filled	rxn	2AGPGAT181
2DGLCNRx	c	#c9fccd	box	filled	rxn	2DGLCNRx
2DGLCNRy	c	#c9fccd	box	filled	rxn	2DGLCNRy
2DGULRx	c	#c9fccd	box	filled	rxn	2DGULRx
2DGULRy	c	#c9fccd	box	filled	rxn	2DGULRy
2MAHMP	c	#c9fccd	box	filled	rxn	2MAHMP
2agpe120_c[c]	c	#ffd8bf	ellipse	filled	cpd	2agpe120_c[c]
2agpe120_p[p]	p	#ffd8bf	ellipse	filled	cpd	2agpe120_p[p]
2agpe140_c[c]	c	#ffd8bf	ellipse	filled	cpd	2agpe140_c[c]
2agpe140_p[p]	p	#ffd8bf	ellipse	filled	cpd	2agpe140_p[p]
2agpe141_c[c]	c	#ffd8bf	ellipse	filled	cpd	2agpe141_c[c]
2agpe141_p[p]	p	#ffd8bf	ellipse	filled	cpd	2agpe141_p[p]
2agpe160_c[c]	c	#ffd8bf	ellipse	filled	cpd	2agpe160_c[c]
2agpe160_p[p]	p	#ffd8bf	ellipse	filled	cpd	2agpe160_p[p]
2agpe161_c[c]	c	#ffd8bf	ellipse	filled	cpd	2agpe161_c[c]
2agpe161_p[p]	p	#ffd8bf	ellipse	filled	cpd	2agpe161_p[p]
2agpe180_c[c]	c	#ffd8bf	ellipse	filled	cpd	2agpe180_c[c]
2agpe180_p[p]	p	#ffd8bf	ellipse	filled	cpd	2agpe180_p[p]
2agpe181_c[c]	c	#ffd8bf	ellipse	filled	cpd	2agpe181_c[c]
2agpe181_p[p]	p	#ffd8bf	ellipse	filled	cpd	2agpe181_p[p]
2agpg120_c[c]	c	#ffd8bf	ellipse	filled	cpd	2agpg120_c[c]
2agpg120_p[p]	p	#ffd8bf	ellipse	filled	cpd	2agpg120_p[p]
2agpg140_c[c]	c	#ffd8bf	ellipse	filled	cpd	2agpg140_c[c]
2agpg140_p[p]	p	#ffd8bf	ellipse	filled	cpd	2agpg140_p[p]
2agpg141_c[c]	c	#ffd8bf	ellipse	filled	cpd	2agpg141_c[c]
2agpg141_p[p]	p	#ffd8bf	ellipse	filled	cpd	2agpg141_p[p]
2agpg160_c[c]	c	#ffd8bf	ellipse	filled	cpd	2agpg160_c[c]
2agpg160_p[p]	p	#ffd8bf	ellipse	filled	cpd	2agpg160_p[p]
2agpg161_c[c]	c	#ffd8bf	ellipse	filled	cpd	2agpg161_c[c]
2agpg161_p[p]	p	#ffd8bf	ellipse	filled	cpd	2agpg161_p[p]
2agpg180_c[c]	c	#ffd8bf	ellipse	filled	cpd	2agpg180_c[c]
2agpg180_p[p]	p	#ffd8bf	ellipse	filled	cpd	2agpg180_p[p]
2agpg181_c[c]	c	#ffd8bf	ellipse	filled	cpd	2agpg181_c[c]
2agpg181_p[p]	p	#ffd8bf	ellipse	filled	cpd	2agpg181_p[p]
2ahbut_c[c]	c	#ffd8bf	ellipse	filled	cpd	2ahbut_c[c]
2amsa_c[c]	c	#ffd8bf	ellipse	filled	cpd	2amsa_c[c]
2aobut_c[c]	c	#ffd8bf	ellipse	filled	cpd	2aobut_c[c]
2cpr5p_c[c]	c	#ffd8bf	ellipse	filled	cpd	2cpr5p_c[c]
2dda7p_c[c]	c	#ffd8bf	ellipse	filled	cpd	2dda7p_c[c]
2ddecg3p_c[c]	c	#ffd8bf	ellipse	filled	cpd	2ddecg3p_c[c]
2ddecg3p_p[p]	p	#ffd8bf	ellipse	filled	cpd	2ddecg3p_p[p]
2ddg6p_c[c]	c	#ffd8bf	ellipse	filled	cpd	2ddg6p_c[c]
2ddglcn_c[c]	c	#ffd8bf	ellipse	filled	cpd	2ddglcn_c[c]
2ddglcn_e[e]	e	#ffd8bf	ellipse	filled	cpd	2ddglcn_e[e]
2ddglcn_e[e]	e	#ffd8bf	ellipse	filled	cpd	2ddglcn_e[e]
2ddglcn_p[p]	p	#ffd8bf	ellipse	filled	cpd	2ddglcn_p[p]
2dh3dgal6p_c[c]	c	#ffd8bf	ellipse	filled	cpd	2dh3dgal6p_c[c]
2dh3dgal_c[c]	c	#ffd8bf	ellipse	filled	cpd	2dh3dgal_c[c]
2dhglcn_c[c]	c	#ffd8bf	ellipse	filled	cpd	2dhglcn_c[c]
2dhguln_c[c]	c	#ffd8bf	ellipse	filled	cpd	2dhguln_c[c]
2dhp_c[c]	c	#ffd8bf	ellipse	filled	cpd	2dhp_c[c]
2dmmq8_c[c]	c	#ffd8bf	ellipse	filled	cpd	2dmmq8_c[c]
2dmmql8_c[c]	c	#ffd8bf	ellipse	filled	cpd	2dmmql8_c[c]
2dr1p_c[c]	c	#ffd8bf	ellipse	filled	cpd	2dr1p_c[c]
2dr5p_c[c]	c	#ffd8bf	ellipse	filled	cpd	2dr5p_c[c]
2h3oppan_c[c]	c	#ffd8bf	ellipse	filled	cpd	2h3oppan_c[c]
2hdec9eg3p_c[c]	c	#ffd8bf	ellipse	filled	cpd	2hdec9eg3p_c[c]
2hdec9eg3p_p[p]	p	#ffd8bf	ellipse	filled	cpd	2hdec9eg3p_p[p]
2hdecg3p_c[c]	c	#ffd8bf	ellipse	filled	cpd	2hdecg3p_c[c]
2hdecg3p_p[p]	p	#ffd8bf	ellipse	filled	cpd	2hdecg3p_p[p]
2ippm_c[c]	c	#ffd8bf	ellipse	filled	cpd	2ippm_c[c]
2kmb_c[c]	c	#ffd8bf	ellipse	filled	cpd	2kmb_c[c]
2mahmp_c[c]	c	#ffd8bf	ellipse	filled	cpd	2mahmp_c[c]
2mcacn_c[c]	c	#ffd8bf	ellipse	filled	cpd	2mcacn_c[c]
2mcit_c[c]	c	#ffd8bf	ellipse	filled	cpd	2mcit_c[c]
2me4p_c[c]	c	#ffd8bf	ellipse	filled	cpd	2me4p_c[c]
2mecdp_c[c]	c	#ffd8bf	ellipse	filled	cpd	2mecdp_c[c]
2obut_c[c]	c	#ffd8bf	ellipse	filled	cpd	2obut_c[c]
2odec11eg3p_c[c]	c	#ffd8bf	ellipse	filled	cpd	2odec11eg3p_c[c]
2odec11eg3p_p[p]	p	#ffd8bf	ellipse	filled	cpd	2odec11eg3p_p[p]
2odecg3p_c[c]	c	#ffd8bf	ellipse	filled	cpd	2odecg3p_c[c]
2odecg3p_p[p]	p	#ffd8bf	ellipse	filled	cpd	2odecg3p_p[p]
2ohph_c[c]	c	#ffd8bf	ellipse	filled	cpd_biomass_substrate	2ohph_c[c]
2ombzl_c[c]	c	#ffd8bf	ellipse	filled	cpd	2ombzl_c[c]
2omhmbl_c[c]	c	#ffd8bf	ellipse	filled	cpd	2omhmbl_c[c]
2ommbl_c[c]	c	#ffd8bf	ellipse	filled	cpd	2ommbl_c[c]
2omph_c[c]	c	#ffd8bf	ellipse	filled	cpd	2omph_c[c]
2oph_c[c]	c	#ffd8bf	ellipse	filled	cpd	2oph_c[c]
2p4c2me_c[c]	c	#ffd8bf	ellipse	filled	cpd	2p4c2me_c[c]
2pg_c[c]	c	#ffd8bf	ellipse	filled	cpd	2pg_c[c]
2pglyc_c[c]	c	#ffd8bf	ellipse	filled	cpd	2pglyc_c[c]
2shchc_c[c]	c	#ffd8bf	ellipse	filled	cpd	2shchc_c[c]
2tdec7eg3p_c[c]	c	#ffd8bf	ellipse	filled	cpd	2tdec7eg3p_c[c]
2tdec7eg3p_p[p]	p	#ffd8bf	ellipse	filled	cpd	2tdec7eg3p_p[p]
2tdecg3p_c[c]	c	#ffd8bf	ellipse	filled	cpd	2tdecg3p_c[c]
2tdecg3p_p[p]	p	#ffd8bf	ellipse	filled	cpd	2tdecg3p_p[p]
2tpr3dpcoa_c[c]	c	#ffd8bf	ellipse	filled	cpd	2tpr3dpcoa_c[c]
34dhpac_e[e]	e	#ffd8bf	ellipse	filled	cpd	34dhpac_e[e]
34dhpac_e[e]	e	#ffd8bf	ellipse	filled	cpd	34dhpac_e[e]
34dhpac_p[p]	p	#ffd8bf	ellipse	filled	cpd	34dhpac_p[p]
34dhpactex	p	#c9fccd	box	filled	rxn	34dhpactex
34hpp_c[c]	c	#ffd8bf	ellipse	filled	cpd	34hpp_c[c]
3AMPtex	p	#c9fccd	box	filled	rxn	3AMPtex
3CMPtex	p	#c9fccd	box	filled	rxn	3CMPtex
3GMPtex	p	#c9fccd	box	filled	rxn	3GMPtex
3HAD100	c	#c9fccd	box	filled	rxn	3HAD100
3HAD120	c	#c9fccd	box	filled	rxn	3HAD120
3HAD121	c	#c9fccd	box	filled	rxn	3HAD121
3HAD140	c	#c9fccd	box	filled	rxn	3HAD140
3HAD141	c	#c9fccd	box	filled	rxn	3HAD141
3HAD160	c	#c9fccd	box	filled	rxn	3HAD160
3HAD161	c	#c9fccd	box	filled	rxn	3HAD161
3HAD180	c	#c9fccd	box	filled	rxn	3HAD180
3HAD181	c	#c9fccd	box	filled	rxn	3HAD181
3HAD40	c	#c9fccd	box	filled	rxn	3HAD40
3HAD60	c	#c9fccd	box	filled	rxn	3HAD60
3HAD80	c	#c9fccd	box	filled	rxn	3HAD80
3HCINNMH	c	#c9fccd	box	filled	rxn	3HCINNMH
3HPPPNH	c	#c9fccd	box	filled	rxn	3HPPPNH
3KGK	c	#c9fccd	box	filled	rxn	3KGK
3NTD2pp	p	#c9fccd	box	filled	rxn	3NTD2pp
3NTD4pp	p	#c9fccd	box	filled	rxn	3NTD4pp
3NTD7pp	p	#c9fccd	box	filled	rxn	3NTD7pp
3NTD9pp	p	#c9fccd	box	filled	rxn	3NTD9pp
3OAR100	c	#c9fccd	box	filled	rxn	3OAR100
3OAR120	c	#c9fccd	box	filled	rxn	3OAR120
3OAR121	c	#c9fccd	box	filled	rxn	3OAR121
3OAR140	c	#c9fccd	box	filled	rxn	3OAR140
3OAR141	c	#c9fccd	box	filled	rxn	3OAR141
3OAR160	c	#c9fccd	box	filled	rxn	3OAR160
3OAR161	c	#c9fccd	box	filled	rxn	3OAR161
3OAR180	c	#c9fccd	box	filled	rxn	3OAR180
3OAR181	c	#c9fccd	box	filled	rxn	3OAR181
3OAR40	c	#c9fccd	box	filled	rxn	3OAR40
3OAR60	c	#c9fccd	box	filled	rxn	3OAR60
3OAR80	c	#c9fccd	box	filled	rxn	3OAR80
3OAS100	c	#c9fccd	box	filled	rxn	3OAS100
3OAS120	c	#c9fccd	box	filled	rxn	3OAS120
3OAS121	c	#c9fccd	box	filled	rxn	3OAS121
3OAS140	c	#c9fccd	box	filled	rxn	3OAS140
3OAS141	c	#c9fccd	box	filled	rxn	3OAS141
3OAS160	c	#c9fccd	box	filled	rxn	3OAS160
3OAS161	c	#c9fccd	box	filled	rxn	3OAS161
3OAS180	c	#c9fccd	box	filled	rxn	3OAS180
3OAS181	c	#c9fccd	box	filled	rxn	3OAS181
3OAS60	c	#c9fccd	box	filled	rxn	3OAS60
3OAS80	c	#c9fccd	box	filled	rxn	3OAS80
3PEPTabcpp	c	#c9fccd	box	filled	rxn	3PEPTabcpp
3PEPTtex	p	#c9fccd	box	filled	rxn	3PEPTtex
3UMPtex	p	#c9fccd	box	filled	rxn	3UMPtex
3amp_e[e]	e	#ffd8bf	ellipse	filled	cpd	3amp_e[e]
3amp_e[e]	e	#ffd8bf	ellipse	filled	cpd	3amp_e[e]
3amp_p[p]	p	#ffd8bf	ellipse	filled	cpd	3amp_p[p]
3c2hmp_c[c]	c	#ffd8bf	ellipse	filled	cpd	3c2hmp_c[c]
3c3hmp_c[c]	c	#ffd8bf	ellipse	filled	cpd	3c3hmp_c[c]
3c4mop_c[c]	c	#ffd8bf	ellipse	filled	cpd	3c4mop_c[c]
3cmp_e[e]	e	#ffd8bf	ellipse	filled	cpd	3cmp_e[e]
3cmp_e[e]	e	#ffd8bf	ellipse	filled	cpd	3cmp_e[e]
3cmp_p[p]	p	#ffd8bf	ellipse	filled	cpd	3cmp_p[p]
3dhguln_c[c]	c	#ffd8bf	ellipse	filled	cpd	3dhguln_c[c]
3dhgulnp_c[c]	c	#ffd8bf	ellipse	filled	cpd	3dhgulnp_c[c]
3dhq_c[c]	c	#ffd8bf	ellipse	filled	cpd	3dhq_c[c]
3dhsk_c[c]	c	#ffd8bf	ellipse	filled	cpd	3dhsk_c[c]
3gmp_e[e]	e	#ffd8bf	ellipse	filled	cpd	3gmp_e[e]
3gmp_e[e]	e	#ffd8bf	ellipse	filled	cpd	3gmp_e[e]
3gmp_p[p]	p	#ffd8bf	ellipse	filled	cpd	3gmp_p[p]
3haACP_c[c]	c	#ffd8bf	ellipse	filled	cpd	3haACP_c[c]
3hbcoa_c[c]	c	#ffd8bf	ellipse	filled	cpd	3hbcoa_c[c]
3hcddec5eACP_c[c]	c	#ffd8bf	ellipse	filled	cpd	3hcddec5eACP_c[c]
3hcinnm_c[c]	c	#ffd8bf	ellipse	filled	cpd	3hcinnm_c[c]
3hcinnm_e[e]	e	#ffd8bf	ellipse	filled	cpd	3hcinnm_e[e]
3hcinnm_e[e]	e	#ffd8bf	ellipse	filled	cpd	3hcinnm_e[e]
3hcinnm_p[p]	p	#ffd8bf	ellipse	filled	cpd	3hcinnm_p[p]
3hcmrs7eACP_c[c]	c	#ffd8bf	ellipse	filled	cpd	3hcmrs7eACP_c[c]
3hcpalm9eACP_c[c]	c	#ffd8bf	ellipse	filled	cpd	3hcpalm9eACP_c[c]
3hcvac11eACP_c[c]	c	#ffd8bf	ellipse	filled	cpd	3hcvac11eACP_c[c]
3hdcoa_c[c]	c	#ffd8bf	ellipse	filled	cpd	3hdcoa_c[c]
3hddcoa_c[c]	c	#ffd8bf	ellipse	filled	cpd	3hddcoa_c[c]
3hddecACP_c[c]	c	#ffd8bf	ellipse	filled	cpd	3hddecACP_c[c]
3hdecACP_c[c]	c	#ffd8bf	ellipse	filled	cpd	3hdecACP_c[c]
3hhcoa_c[c]	c	#ffd8bf	ellipse	filled	cpd	3hhcoa_c[c]
3hhdcoa_c[c]	c	#ffd8bf	ellipse	filled	cpd	3hhdcoa_c[c]
3hhexACP_c[c]	c	#ffd8bf	ellipse	filled	cpd	3hhexACP_c[c]
3hmrsACP_c[c]	c	#ffd8bf	ellipse	filled	cpd	3hmrsACP_c[c]
3hocoa_c[c]	c	#ffd8bf	ellipse	filled	cpd	3hocoa_c[c]
3hoctACP_c[c]	c	#ffd8bf	ellipse	filled	cpd	3hoctACP_c[c]
3hoctaACP_c[c]	c	#ffd8bf	ellipse	filled	cpd	3hoctaACP_c[c]
3hodcoa_c[c]	c	#ffd8bf	ellipse	filled	cpd	3hodcoa_c[c]
3hpalmACP_c[c]	c	#ffd8bf	ellipse	filled	cpd	3hpalmACP_c[c]
3hpppn_c[c]	c	#ffd8bf	ellipse	filled	cpd	3hpppn_c[c]
3hpppn_e[e]	e	#ffd8bf	ellipse	filled	cpd	3hpppn_e[e]
3hpppn_e[e]	e	#ffd8bf	ellipse	filled	cpd	3hpppn_e[e]
3hpppn_p[p]	p	#ffd8bf	ellipse	filled	cpd	3hpppn_p[p]
3htdcoa_c[c]	c	#ffd8bf	ellipse	filled	cpd	3htdcoa_c[c]
3ig3p_c[c]	c	#ffd8bf	ellipse	filled	cpd	3ig3p_c[c]
3mob_c[c]	c	#ffd8bf	ellipse	filled	cpd	3mob_c[c]
3mop_c[c]	c	#ffd8bf	ellipse	filled	cpd	3mop_c[c]
3ocddec5eACP_c[c]	c	#ffd8bf	ellipse	filled	cpd	3ocddec5eACP_c[c]
