id	compartment	fillcolor	shape	style	type	label
NTPP5	c	#c9fccd	box	filled	rxn	NTPP5
NTPP6	c	#c9fccd	box	filled	rxn	NTPP6
NTPP7	c	#c9fccd	box	filled	rxn	NTPP7
NTPP8	c	#c9fccd	box	filled	rxn	NTPP8
NTPP9	c	#c9fccd	box	filled	rxn	NTPP9
NTPTP1	c	#c9fccd	box	filled	rxn	NTPTP1
NTPTP2	c	#c9fccd	box	filled	rxn	NTPTP2
NTRIR2x	c	#c9fccd	box	filled	rxn	NTRIR2x
NTRIR3pp	c	#c9fccd	box	filled	rxn	NTRIR3pp
NTRIR4pp	c	#c9fccd	box	filled	rxn	NTRIR4pp
Nmtrp_c[c]	c	#ffd8bf	ellipse	filled	cpd	Nmtrp_c[c]
O16A4COLIPAtex	e	#c9fccd	box	filled	rxn	O16A4COLIPAtex
O16A4Lpp	p	#c9fccd	box	filled	rxn	O16A4Lpp
O16AP1pp	p	#c9fccd	box	filled	rxn	O16AP1pp
O16AP2pp	p	#c9fccd	box	filled	rxn	O16AP2pp
O16AP3pp	p	#c9fccd	box	filled	rxn	O16AP3pp
O16AT	c	#c9fccd	box	filled	rxn	O16AT
O16AUNDtpp	p	#c9fccd	box	filled	rxn	O16AUNDtpp
O16GALFT	c	#c9fccd	box	filled	rxn	O16GALFT
O16GLCT1	c	#c9fccd	box	filled	rxn	O16GLCT1
O16GLCT2	c	#c9fccd	box	filled	rxn	O16GLCT2
OAADC	c	#c9fccd	box	filled	rxn	OAADC
OBTFL	c	#c9fccd	box	filled	rxn	OBTFL
OCBT	c	#c9fccd	box	filled	rxn	OCBT
OCDCAtexi	p	#c9fccd	box	filled	rxn	OCDCAtexi
OCDCEAtexi	p	#c9fccd	box	filled	rxn	OCDCEAtexi
OCTAtex	p	#c9fccd	box	filled	rxn	OCTAtex
OCTDPS	c	#c9fccd	box	filled	rxn	OCTDPS
OHPBAT	c	#c9fccd	box	filled	rxn	OHPBAT
OHPHM	c	#c9fccd	box	filled	rxn	OHPHM
OMBZLM	c	#c9fccd	box	filled	rxn	OMBZLM
OMCDC	c	#c9fccd	box	filled	rxn	OMCDC
OMMBLHX	c	#c9fccd	box	filled	rxn	OMMBLHX
OMMBLHX3	c	#c9fccd	box	filled	rxn	OMMBLHX3
OMPDC	c	#c9fccd	box	filled	rxn	OMPDC
OMPHHX	c	#c9fccd	box	filled	rxn	OMPHHX
OMPHHX3	c	#c9fccd	box	filled	rxn	OMPHHX3
OP4ENH	c	#c9fccd	box	filled	rxn	OP4ENH
OPHBDC	c	#c9fccd	box	filled	rxn	OPHBDC
OPHHX	c	#c9fccd	box	filled	rxn	OPHHX
OPHHX3	c	#c9fccd	box	filled	rxn	OPHHX3
ORNDC	c	#c9fccd	box	filled	rxn	ORNDC
ORNabcpp	c	#c9fccd	box	filled	rxn	ORNabcpp
ORNtex	p	#c9fccd	box	filled	rxn	ORNtex
OROTt2_2pp	c	#c9fccd	box	filled	rxn	OROTt2_2pp
OROTtex	p	#c9fccd	box	filled	rxn	OROTtex
ORPT	c	#c9fccd	box	filled	rxn	ORPT
OXAMTC	c	#c9fccd	box	filled	rxn	OXAMTC
OXGDC2	c	#c9fccd	box	filled	rxn	OXGDC2
P5CD	c	#c9fccd	box	filled	rxn	P5CD
P5CR	c	#c9fccd	box	filled	rxn	P5CR
PA120abcpp	c	#c9fccd	box	filled	rxn	PA120abcpp
PA140abcpp	c	#c9fccd	box	filled	rxn	PA140abcpp
PA141abcpp	c	#c9fccd	box	filled	rxn	PA141abcpp
PA160abcpp	c	#c9fccd	box	filled	rxn	PA160abcpp
PA161abcpp	c	#c9fccd	box	filled	rxn	PA161abcpp
PA180abcpp	c	#c9fccd	box	filled	rxn	PA180abcpp
PA181abcpp	c	#c9fccd	box	filled	rxn	PA181abcpp
PACALDt2rpp	c	#c9fccd	box	filled	rxn	PACALDt2rpp
PACALDtex	p	#c9fccd	box	filled	rxn	PACALDtex
PACCOAL	c	#c9fccd	box	filled	rxn	PACCOAL
PANTS	c	#c9fccd	box	filled	rxn	PANTS
PAPA120	c	#c9fccd	box	filled	rxn	PAPA120
PAPA120pp	p	#c9fccd	box	filled	rxn	PAPA120pp
PAPA140	c	#c9fccd	box	filled	rxn	PAPA140
PAPA140pp	p	#c9fccd	box	filled	rxn	PAPA140pp
PAPA141	c	#c9fccd	box	filled	rxn	PAPA141
PAPA141pp	p	#c9fccd	box	filled	rxn	PAPA141pp
PAPA160	c	#c9fccd	box	filled	rxn	PAPA160
PAPA160pp	p	#c9fccd	box	filled	rxn	PAPA160pp
PAPA161	c	#c9fccd	box	filled	rxn	PAPA161
PAPA161pp	p	#c9fccd	box	filled	rxn	PAPA161pp
PAPA180	c	#c9fccd	box	filled	rxn	PAPA180
PAPA180pp	p	#c9fccd	box	filled	rxn	PAPA180pp
PAPA181	c	#c9fccd	box	filled	rxn	PAPA181
PAPA181pp	p	#c9fccd	box	filled	rxn	PAPA181pp
PAPPT3	c	#c9fccd	box	filled	rxn	PAPPT3
PAPSR	c	#c9fccd	box	filled	rxn	PAPSR
PAPSR2	c	#c9fccd	box	filled	rxn	PAPSR2
PDE1	c	#c9fccd	box	filled	rxn	PDE1
PDH	c	#c9fccd	box	filled	rxn	PDH
PDX5PO2	c	#c9fccd	box	filled	rxn	PDX5PO2
PDX5POi	c	#c9fccd	box	filled	rxn	PDX5POi
PDX5PS	c	#c9fccd	box	filled	rxn	PDX5PS
PDXPP	c	#c9fccd	box	filled	rxn	PDXPP
PE120abcpp	c	#c9fccd	box	filled	rxn	PE120abcpp
PE140abcpp	c	#c9fccd	box	filled	rxn	PE140abcpp
PE141abcpp	c	#c9fccd	box	filled	rxn	PE141abcpp
PE160abcpp	c	#c9fccd	box	filled	rxn	PE160abcpp
PE161abcpp	c	#c9fccd	box	filled	rxn	PE161abcpp
PE180abcpp	c	#c9fccd	box	filled	rxn	PE180abcpp
PE181abcpp	c	#c9fccd	box	filled	rxn	PE181abcpp
PEAMNOpp	p	#c9fccd	box	filled	rxn	PEAMNOpp
PEAMNtex	p	#c9fccd	box	filled	rxn	PEAMNtex
PERD	c	#c9fccd	box	filled	rxn	PERD
PETNT161pp	p	#c9fccd	box	filled	rxn	PETNT161pp
PETNT181pp	p	#c9fccd	box	filled	rxn	PETNT181pp
PFK	c	#c9fccd	box	filled	rxn	PFK
PFK_2	c	#c9fccd	box	filled	rxn	PFK_2
PFL	c	#c9fccd	box	filled	rxn	PFL
PG120abcpp	c	#c9fccd	box	filled	rxn	PG120abcpp
PG140abcpp	c	#c9fccd	box	filled	rxn	PG140abcpp
PG141abcpp	c	#c9fccd	box	filled	rxn	PG141abcpp
PG160abcpp	c	#c9fccd	box	filled	rxn	PG160abcpp
PG161abcpp	c	#c9fccd	box	filled	rxn	PG161abcpp
PG180abcpp	c	#c9fccd	box	filled	rxn	PG180abcpp
PG181abcpp	c	#c9fccd	box	filled	rxn	PG181abcpp
PGAMT	c	#c9fccd	box	filled	rxn	PGAMT
PGCD	c	#c9fccd	box	filled	rxn	PGCD
PGI	c	#c9fccd	box	filled	rxn	PGI
PGK	c	#c9fccd	box	filled	rxn	PGK
PGL	c	#c9fccd	box	filled	rxn	PGL
PGLYCP	c	#c9fccd	box	filled	rxn	PGLYCP
PGM	c	#c9fccd	box	filled	rxn	PGM
PGMT	c	#c9fccd	box	filled	rxn	PGMT
PGP120abcpp	c	#c9fccd	box	filled	rxn	PGP120abcpp
PGP140abcpp	c	#c9fccd	box	filled	rxn	PGP140abcpp
PGP141abcpp	c	#c9fccd	box	filled	rxn	PGP141abcpp
PGP160abcpp	c	#c9fccd	box	filled	rxn	PGP160abcpp
PGP161abcpp	c	#c9fccd	box	filled	rxn	PGP161abcpp
PGP180abcpp	c	#c9fccd	box	filled	rxn	PGP180abcpp
PGP181abcpp	c	#c9fccd	box	filled	rxn	PGP181abcpp
PGPP120	c	#c9fccd	box	filled	rxn	PGPP120
PGPP120pp	p	#c9fccd	box	filled	rxn	PGPP120pp
PGPP140	c	#c9fccd	box	filled	rxn	PGPP140
PGPP140pp	p	#c9fccd	box	filled	rxn	PGPP140pp
PGPP141	c	#c9fccd	box	filled	rxn	PGPP141
PGPP141pp	p	#c9fccd	box	filled	rxn	PGPP141pp
PGPP160	c	#c9fccd	box	filled	rxn	PGPP160
PGPP160pp	p	#c9fccd	box	filled	rxn	PGPP160pp
PGPP161	c	#c9fccd	box	filled	rxn	PGPP161
PGPP161pp	p	#c9fccd	box	filled	rxn	PGPP161pp
PGPP180	c	#c9fccd	box	filled	rxn	PGPP180
PGPP180pp	p	#c9fccd	box	filled	rxn	PGPP180pp
PGPP181	c	#c9fccd	box	filled	rxn	PGPP181
PGPP181pp	p	#c9fccd	box	filled	rxn	PGPP181pp
PGSA120	c	#c9fccd	box	filled	rxn	PGSA120
PGSA140	c	#c9fccd	box	filled	rxn	PGSA140
PGSA141	c	#c9fccd	box	filled	rxn	PGSA141
PGSA160	c	#c9fccd	box	filled	rxn	PGSA160
PGSA161	c	#c9fccd	box	filled	rxn	PGSA161
PGSA180	c	#c9fccd	box	filled	rxn	PGSA180
PGSA181	c	#c9fccd	box	filled	rxn	PGSA181
PHEMEabcpp	c	#c9fccd	box	filled	rxn	PHEMEabcpp
PHEMEtiex	e	#c9fccd	box	filled	rxn	PHEMEtiex
PHETA1	c	#c9fccd	box	filled	rxn	PHETA1
PHETRS	c	#c9fccd	box	filled	rxn	PHETRS
PHEt2rpp	c	#c9fccd	box	filled	rxn	PHEt2rpp
PHEtex	p	#c9fccd	box	filled	rxn	PHEtex
PHYTSpp	p	#c9fccd	box	filled	rxn	PHYTSpp
PIuabcpp	c	#c9fccd	box	filled	rxn	PIuabcpp
PLIPA1A120pp	p	#c9fccd	box	filled	rxn	PLIPA1A120pp
PLIPA1A140pp	p	#c9fccd	box	filled	rxn	PLIPA1A140pp
PLIPA1A141pp	p	#c9fccd	box	filled	rxn	PLIPA1A141pp
PLIPA1A160pp	p	#c9fccd	box	filled	rxn	PLIPA1A160pp
PLIPA1A161pp	p	#c9fccd	box	filled	rxn	PLIPA1A161pp
PLIPA1A180pp	p	#c9fccd	box	filled	rxn	PLIPA1A180pp
PLIPA1A181pp	p	#c9fccd	box	filled	rxn	PLIPA1A181pp
PLIPA1E120pp	p	#c9fccd	box	filled	rxn	PLIPA1E120pp
PLIPA1E140pp	p	#c9fccd	box	filled	rxn	PLIPA1E140pp
PLIPA1E141pp	p	#c9fccd	box	filled	rxn	PLIPA1E141pp
PLIPA1E160pp	p	#c9fccd	box	filled	rxn	PLIPA1E160pp
PLIPA1E161pp	p	#c9fccd	box	filled	rxn	PLIPA1E161pp
PLIPA1E180pp	p	#c9fccd	box	filled	rxn	PLIPA1E180pp
PLIPA1E181pp	p	#c9fccd	box	filled	rxn	PLIPA1E181pp
PLIPA1G120pp	p	#c9fccd	box	filled	rxn	PLIPA1G120pp
PLIPA1G140pp	p	#c9fccd	box	filled	rxn	PLIPA1G140pp
PLIPA1G141pp	p	#c9fccd	box	filled	rxn	PLIPA1G141pp
PLIPA1G160pp	p	#c9fccd	box	filled	rxn	PLIPA1G160pp
PLIPA1G161pp	p	#c9fccd	box	filled	rxn	PLIPA1G161pp
PLIPA1G180pp	p	#c9fccd	box	filled	rxn	PLIPA1G180pp
PLIPA1G181pp	p	#c9fccd	box	filled	rxn	PLIPA1G181pp
PLIPA2A120pp	p	#c9fccd	box	filled	rxn	PLIPA2A120pp
PLIPA2A140pp	p	#c9fccd	box	filled	rxn	PLIPA2A140pp
PLIPA2A141pp	p	#c9fccd	box	filled	rxn	PLIPA2A141pp
PLIPA2A160pp	p	#c9fccd	box	filled	rxn	PLIPA2A160pp
PLIPA2A161pp	p	#c9fccd	box	filled	rxn	PLIPA2A161pp
PLIPA2A180pp	p	#c9fccd	box	filled	rxn	PLIPA2A180pp
PLIPA2A181pp	p	#c9fccd	box	filled	rxn	PLIPA2A181pp
PLIPA2E120pp	p	#c9fccd	box	filled	rxn	PLIPA2E120pp
PLIPA2E140pp	p	#c9fccd	box	filled	rxn	PLIPA2E140pp
PLIPA2E141pp	p	#c9fccd	box	filled	rxn	PLIPA2E141pp
PLIPA2E160pp	p	#c9fccd	box	filled	rxn	PLIPA2E160pp
PLIPA2E161pp	p	#c9fccd	box	filled	rxn	PLIPA2E161pp
PLIPA2E180pp	p	#c9fccd	box	filled	rxn	PLIPA2E180pp
PLIPA2E181pp	p	#c9fccd	box	filled	rxn	PLIPA2E181pp
PLIPA2G120pp	p	#c9fccd	box	filled	rxn	PLIPA2G120pp
PLIPA2G140pp	p	#c9fccd	box	filled	rxn	PLIPA2G140pp
PLIPA2G141pp	p	#c9fccd	box	filled	rxn	PLIPA2G141pp
PLIPA2G160pp	p	#c9fccd	box	filled	rxn	PLIPA2G160pp
PLIPA2G161pp	p	#c9fccd	box	filled	rxn	PLIPA2G161pp
PLIPA2G180pp	p	#c9fccd	box	filled	rxn	PLIPA2G180pp
PLIPA2G181pp	p	#c9fccd	box	filled	rxn	PLIPA2G181pp
PMANM	c	#c9fccd	box	filled	rxn	PMANM
PMDPHT	c	#c9fccd	box	filled	rxn	PMDPHT
PMPK	c	#c9fccd	box	filled	rxn	PMPK
PNTK	c	#c9fccd	box	filled	rxn	PNTK
PNTOt4pp	c	#c9fccd	box	filled	rxn	PNTOt4pp
PNTOtex	p	#c9fccd	box	filled	rxn	PNTOtex
POX	c	#c9fccd	box	filled	rxn	POX
PPAKr	c	#c9fccd	box	filled	rxn	PPAKr
PPALtex	p	#c9fccd	box	filled	rxn	PPALtex
PPALtpp	p	#c9fccd	box	filled	rxn	PPALtpp
PPAt4pp	c	#c9fccd	box	filled	rxn	PPAt4pp
PPAtex	p	#c9fccd	box	filled	rxn	PPAtex
PPBNGS	c	#c9fccd	box	filled	rxn	PPBNGS
PPC	c	#c9fccd	box	filled	rxn	PPC
PPCDC	c	#c9fccd	box	filled	rxn	PPCDC
PPCK	c	#c9fccd	box	filled	rxn	PPCK
PPCSCT	c	#c9fccd	box	filled	rxn	PPCSCT
PPGPPDP	c	#c9fccd	box	filled	rxn	PPGPPDP
PPK	c	#c9fccd	box	filled	rxn	PPK
PPK2	c	#c9fccd	box	filled	rxn	PPK2
PPM	c	#c9fccd	box	filled	rxn	PPM
PPM2	c	#c9fccd	box	filled	rxn	PPM2
PPNCL2	c	#c9fccd	box	filled	rxn	PPNCL2
PPND	c	#c9fccd	box	filled	rxn	PPND
PPNDH	c	#c9fccd	box	filled	rxn	PPNDH
PPPGO	c	#c9fccd	box	filled	rxn	PPPGO
PPPGO3	c	#c9fccd	box	filled	rxn	PPPGO3
PPPNDO	c	#c9fccd	box	filled	rxn	PPPNDO
PPPNt2rpp	c	#c9fccd	box	filled	rxn	PPPNt2rpp
PPPNtex	p	#c9fccd	box	filled	rxn	PPPNtex
PPS	c	#c9fccd	box	filled	rxn	PPS
PRAGSr	c	#c9fccd	box	filled	rxn	PRAGSr
PRAIS	c	#c9fccd	box	filled	rxn	PRAIS
PRAIi	c	#c9fccd	box	filled	rxn	PRAIi
PRAMPC	c	#c9fccd	box	filled	rxn	PRAMPC
PRASCSi	c	#c9fccd	box	filled	rxn	PRASCSi
PRATPP	c	#c9fccd	box	filled	rxn	PRATPP
PRFGS	c	#c9fccd	box	filled	rxn	PRFGS
PRMICI	c	#c9fccd	box	filled	rxn	PRMICI
PROD2	c	#c9fccd	box	filled	rxn	PROD2
PROGLYabcpp	c	#c9fccd	box	filled	rxn	PROGLYabcpp
PROGLYtex	p	#c9fccd	box	filled	rxn	PROGLYtex
PROTRS	c	#c9fccd	box	filled	rxn	PROTRS
PROabcpp	c	#c9fccd	box	filled	rxn	PROabcpp
PROt2rpp	c	#c9fccd	box	filled	rxn	PROt2rpp
PROt4pp	c	#c9fccd	box	filled	rxn	PROt4pp
PROtex	p	#c9fccd	box	filled	rxn	PROtex
PRPPS	c	#c9fccd	box	filled	rxn	PRPPS
PSCLYSt2pp	c	#c9fccd	box	filled	rxn	PSCLYSt2pp
PSCLYStex	p	#c9fccd	box	filled	rxn	PSCLYStex
PSCVT	c	#c9fccd	box	filled	rxn	PSCVT
PSD120	c	#c9fccd	box	filled	rxn	PSD120
PSD140	c	#c9fccd	box	filled	rxn	PSD140
PSD141	c	#c9fccd	box	filled	rxn	PSD141
PSD160	c	#c9fccd	box	filled	rxn	PSD160
PSD161	c	#c9fccd	box	filled	rxn	PSD161
PSD180	c	#c9fccd	box	filled	rxn	PSD180
PSD181	c	#c9fccd	box	filled	rxn	PSD181
PSERT	c	#c9fccd	box	filled	rxn	PSERT
PSERtex	p	#c9fccd	box	filled	rxn	PSERtex
PSP_L	c	#c9fccd	box	filled	rxn	PSP_L
PSP_Lpp	p	#c9fccd	box	filled	rxn	PSP_Lpp
PSSA120	c	#c9fccd	box	filled	rxn	PSSA120
PSSA140	c	#c9fccd	box	filled	rxn	PSSA140
PSSA141	c	#c9fccd	box	filled	rxn	PSSA141
PSSA160	c	#c9fccd	box	filled	rxn	PSSA160
PSSA161	c	#c9fccd	box	filled	rxn	PSSA161
PSSA180	c	#c9fccd	box	filled	rxn	PSSA180
PSSA181	c	#c9fccd	box	filled	rxn	PSSA181
PTA2	c	#c9fccd	box	filled	rxn	PTA2
PTAr	c	#c9fccd	box	filled	rxn	PTAr
PTHRpp	p	#c9fccd	box	filled	rxn	PTHRpp
PTPATi	c	#c9fccd	box	filled	rxn	PTPATi
PTRCORNt7pp	p	#c9fccd	box	filled	rxn	PTRCORNt7pp
PTRCTA	c	#c9fccd	box	filled	rxn	PTRCTA
PTRCabcpp	c	#c9fccd	box	filled	rxn	PTRCabcpp
PTRCt2pp	c	#c9fccd	box	filled	rxn	PTRCt2pp
PTRCtex	p	#c9fccd	box	filled	rxn	PTRCtex
PUNP1	c	#c9fccd	box	filled	rxn	PUNP1
PUNP2	c	#c9fccd	box	filled	rxn	PUNP2
PUNP3	c	#c9fccd	box	filled	rxn	PUNP3
PUNP4	c	#c9fccd	box	filled	rxn	PUNP4
PUNP5	c	#c9fccd	box	filled	rxn	PUNP5
PUNP6	c	#c9fccd	box	filled	rxn	PUNP6
PUNP7	c	#c9fccd	box	filled	rxn	PUNP7
PYAM5PO	c	#c9fccd	box	filled	rxn	PYAM5PO
PYDAMK	c	#c9fccd	box	filled	rxn	PYDAMK
PYDXK	c	#c9fccd	box	filled	rxn	PYDXK
PYDXNK	c	#c9fccd	box	filled	rxn	PYDXNK
PYDXPP	c	#c9fccd	box	filled	rxn	PYDXPP
PYK	c	#c9fccd	box	filled	rxn	PYK
PYNP2r	c	#c9fccd	box	filled	rxn	PYNP2r
PYRt2rpp	c	#c9fccd	box	filled	rxn	PYRt2rpp
PYRtex	p	#c9fccd	box	filled	rxn	PYRtex
QMO2	c	#c9fccd	box	filled	rxn	QMO2
QMO3	c	#c9fccd	box	filled	rxn	QMO3
QULNS	c	#c9fccd	box	filled	rxn	QULNS
R15BPK	c	#c9fccd	box	filled	rxn	R15BPK
R1PK	c	#c9fccd	box	filled	rxn	R1PK
R5PP	c	#c9fccd	box	filled	rxn	R5PP
R5PPpp	p	#c9fccd	box	filled	rxn	R5PPpp
R5Ptex	p	#c9fccd	box	filled	rxn	R5Ptex
RBFK	c	#c9fccd	box	filled	rxn	RBFK
RBFSa	c	#c9fccd	box	filled	rxn	RBFSa
RBFSb	c	#c9fccd	box	filled	rxn	RBFSb
RBK	c	#c9fccd	box	filled	rxn	RBK
RBK_L1	c	#c9fccd	box	filled	rxn	RBK_L1
RBP4E	c	#c9fccd	box	filled	rxn	RBP4E
RHAT1	c	#c9fccd	box	filled	rxn	RHAT1
RHCCE	c	#c9fccd	box	filled	rxn	RHCCE
RIBabcpp	c	#c9fccd	box	filled	rxn	RIBabcpp
RIBtex	p	#c9fccd	box	filled	rxn	RIBtex
RMI	c	#c9fccd	box	filled	rxn	RMI
RMK	c	#c9fccd	box	filled	rxn	RMK
RMNtex	p	#c9fccd	box	filled	rxn	RMNtex
RMNtpp	c	#c9fccd	box	filled	rxn	RMNtpp
RMPA	c	#c9fccd	box	filled	rxn	RMPA
RNDR1	c	#c9fccd	box	filled	rxn	RNDR1
RNDR1b	c	#c9fccd	box	filled	rxn	RNDR1b
RNDR2	c	#c9fccd	box	filled	rxn	RNDR2
RNDR2b	c	#c9fccd	box	filled	rxn	RNDR2b
RNDR3	c	#c9fccd	box	filled	rxn	RNDR3
RNDR3b	c	#c9fccd	box	filled	rxn	RNDR3b
RNDR4	c	#c9fccd	box	filled	rxn	RNDR4
RNDR4b	c	#c9fccd	box	filled	rxn	RNDR4b
RNTR1c	c	#c9fccd	box	filled	rxn	RNTR1c
RNTR2c	c	#c9fccd	box	filled	rxn	RNTR2c
RNTR3c	c	#c9fccd	box	filled	rxn	RNTR3c
RNTR4c	c	#c9fccd	box	filled	rxn	RNTR4c
RPE	c	#c9fccd	box	filled	rxn	RPE
RPI	c	#c9fccd	box	filled	rxn	RPI
RZ5PP	c	#c9fccd	box	filled	rxn	RZ5PP
S7PI	c	#c9fccd	box	filled	rxn	S7PI
SADH	c	#c9fccd	box	filled	rxn	SADH
SADT2	c	#c9fccd	box	filled	rxn	SADT2
SARCOX	c	#c9fccd	box	filled	rxn	SARCOX
SBTPD	c	#c9fccd	box	filled	rxn	SBTPD
SBTptspp	c	#c9fccd	box	filled	rxn	SBTptspp
SBTtex	p	#c9fccd	box	filled	rxn	SBTtex
SDPDS	c	#c9fccd	box	filled	rxn	SDPDS
SDPTA	c	#c9fccd	box	filled	rxn	SDPTA
SELCYSS	c	#c9fccd	box	filled	rxn	SELCYSS
SELNPS	c	#c9fccd	box	filled	rxn	SELNPS
SERASr	c	#c9fccd	box	filled	rxn	SERASr
SERAT	c	#c9fccd	box	filled	rxn	SERAT
SERD_D	c	#c9fccd	box	filled	rxn	SERD_D
SERD_L	c	#c9fccd	box	filled	rxn	SERD_L
SERTRS	c	#c9fccd	box	filled	rxn	SERTRS
SERTRS2	c	#c9fccd	box	filled	rxn	SERTRS2
SERt2rpp	c	#c9fccd	box	filled	rxn	SERt2rpp
SERt4pp	c	#c9fccd	box	filled	rxn	SERt4pp
SERtex	p	#c9fccd	box	filled	rxn	SERtex
SFGTHi	c	#c9fccd	box	filled	rxn	SFGTHi
SGDS	c	#c9fccd	box	filled	rxn	SGDS
SGSAD	c	#c9fccd	box	filled	rxn	SGSAD
SHCHCS2	c	#c9fccd	box	filled	rxn	SHCHCS2
SHCHD2	c	#c9fccd	box	filled	rxn	SHCHD2
SHCHF	c	#c9fccd	box	filled	rxn	SHCHF
SHK3Dr	c	#c9fccd	box	filled	rxn	SHK3Dr
SHKK	c	#c9fccd	box	filled	rxn	SHKK
SHSL1	c	#c9fccd	box	filled	rxn	SHSL1
SKMt2pp	c	#c9fccd	box	filled	rxn	SKMt2pp
SKMtex	p	#c9fccd	box	filled	rxn	SKMtex
SOTA	c	#c9fccd	box	filled	rxn	SOTA
SPMDAT1	c	#c9fccd	box	filled	rxn	SPMDAT1
SPMDAT2	c	#c9fccd	box	filled	rxn	SPMDAT2
SPMDabcpp	c	#c9fccd	box	filled	rxn	SPMDabcpp
SPMDtex	p	#c9fccd	box	filled	rxn	SPMDtex
SPMS	c	#c9fccd	box	filled	rxn	SPMS
SSALx	c	#c9fccd	box	filled	rxn	SSALx
SSALy	c	#c9fccd	box	filled	rxn	SSALy
SUCBZL	c	#c9fccd	box	filled	rxn	SUCBZL
SUCBZS	c	#c9fccd	box	filled	rxn	SUCBZS
SUCCt2_2pp	p	#c9fccd	box	filled	rxn	SUCCt2_2pp
SUCCt2_3pp	p	#c9fccd	box	filled	rxn	SUCCt2_3pp
SUCCt3pp	p	#c9fccd	box	filled	rxn	SUCCt3pp
SUCCtex	p	#c9fccd	box	filled	rxn	SUCCtex
SUCDi	c	#c9fccd	box	filled	rxn	SUCDi
SUCFUMtpp	c	#c9fccd	box	filled	rxn	SUCFUMtpp
SUCOAS	c	#c9fccd	box	filled	rxn	SUCOAS
SUCRtex	p	#c9fccd	box	filled	rxn	SUCRtex
SUCptspp	c	#c9fccd	box	filled	rxn	SUCptspp
SULFACabcpp	c	#c9fccd	box	filled	rxn	SULFACabcpp
SULFACtex	p	#c9fccd	box	filled	rxn	SULFACtex
SULR	c	#c9fccd	box	filled	rxn	SULR
SULabcpp	c	#c9fccd	box	filled	rxn	SULabcpp
Sfglutth_c[c]	c	#ffd8bf	ellipse	filled	cpd	Sfglutth_c[c]
T2DECAI	c	#c9fccd	box	filled	rxn	T2DECAI
TAGURr	c	#c9fccd	box	filled	rxn	TAGURr
TALA	c	#c9fccd	box	filled	rxn	TALA
TARTD	c	#c9fccd	box	filled	rxn	TARTD
TARTRt7pp	p	#c9fccd	box	filled	rxn	TARTRt7pp
TARTRtex	p	#c9fccd	box	filled	rxn	TARTRtex
TAUDO	c	#c9fccd	box	filled	rxn	TAUDO
TAURabcpp	c	#c9fccd	box	filled	rxn	TAURabcpp
TAURtex	p	#c9fccd	box	filled	rxn	TAURtex
TCYNTtex	p	#c9fccd	box	filled	rxn	TCYNTtex
TDP	c	#c9fccd	box	filled	rxn	TDP
TDPADGAT	c	#c9fccd	box	filled	rxn	TDPADGAT
TDPAGTA	c	#c9fccd	box	filled	rxn	TDPAGTA
TDPDRE	c	#c9fccd	box	filled	rxn	TDPDRE
TDPDRR	c	#c9fccd	box	filled	rxn	TDPDRR
TDPGDH	c	#c9fccd	box	filled	rxn	TDPGDH
TDSK	c	#c9fccd	box	filled	rxn	TDSK
TGBPA	c	#c9fccd	box	filled	rxn	TGBPA
THD2pp	c	#c9fccd	box	filled	rxn	THD2pp
THDPS	c	#c9fccd	box	filled	rxn	THDPS
THMDt2pp_copy1	c	#c9fccd	box	filled	rxn	THMDt2pp_copy1
THMDt2pp_copy2	c	#c9fccd	box	filled	rxn	THMDt2pp_copy2
THMDtex	p	#c9fccd	box	filled	rxn	THMDtex
THMabcpp	c	#c9fccd	box	filled	rxn	THMabcpp
THMtex	p	#c9fccd	box	filled	rxn	THMtex
THRA	c	#c9fccd	box	filled	rxn	THRA
THRA2	c	#c9fccd	box	filled	rxn	THRA2
THRD	c	#c9fccd	box	filled	rxn	THRD
THRD_L	c	#c9fccd	box	filled	rxn	THRD_L
THRPtex	p	#c9fccd	box	filled	rxn	THRPtex
THRS	c	#c9fccd	box	filled	rxn	THRS
THRTRS	c	#c9fccd	box	filled	rxn	THRTRS
THRabcpp	c	#c9fccd	box	filled	rxn	THRabcpp
THRt2pp	p	#c9fccd	box	filled	rxn	THRt2pp
THRt2rpp	p	#c9fccd	box	filled	rxn	THRt2rpp
THRt4pp	p	#c9fccd	box	filled	rxn	THRt4pp
THRtex	p	#c9fccd	box	filled	rxn	THRtex
THYMt3pp	p	#c9fccd	box	filled	rxn	THYMt3pp
THYMtex	p	#c9fccd	box	filled	rxn	THYMtex
THZPSN	c	#c9fccd	box	filled	rxn	THZPSN
TKT1	c	#c9fccd	box	filled	rxn	TKT1
TKT2	c	#c9fccd	box	filled	rxn	TKT2
TMAOR1	c	#c9fccd	box	filled	rxn	TMAOR1
TMAOR1pp	c	#c9fccd	box	filled	rxn	TMAOR1pp
TMAOR2	c	#c9fccd	box	filled	rxn	TMAOR2
TMAOR2pp	c	#c9fccd	box	filled	rxn	TMAOR2pp
TMAOtex	p	#c9fccd	box	filled	rxn	TMAOtex
TMAtex	p	#c9fccd	box	filled	rxn	TMAtex
TMDK1	c	#c9fccd	box	filled	rxn	TMDK1
TMDPP	c	#c9fccd	box	filled	rxn	TMDPP
TMDS	c	#c9fccd	box	filled	rxn	TMDS
TMK	c	#c9fccd	box	filled	rxn	TMK
TMPK	c	#c9fccd	box	filled	rxn	TMPK
